"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Ismael Serrano","Layla","F","16","Griffin","179.35628","paid","Lake Havasu City-Kingman, AZ","1051","Te Conoci","24"
"The Pussycat Dolls / Snoop Dogg","Ryan","M","6","Smith","210.31138","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Bottle Pop","26"
"Dierks Bentley","Layla","F","17","Griffin","198.63465","paid","Lake Havasu City-Kingman, AZ","1051","My Love Will Follow You","24"
"59 Times the Pain","Ryan","M","7","Smith","144.95302","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Found Home","26"
"Linkin Park","Layla","F","18","Griffin","259.86567","paid","Lake Havasu City-Kingman, AZ","1051","My December","24"
"New Order","Ryan","M","8","Smith","288.05179","free","San Jose-Sunnyvale-Santa Clara, CA","1068","The Perfect Kiss","26"
"Madeleine Peyroux","Layla","F","19","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","1051","You're Gonna Make Me Lonesome When You Go","24"
"Bow Wow feat. Chris Brown and JohntÃÂ¡ Austin","Ryan","M","9","Smith","268.06812","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Shortie Like Mine","26"
"Symphony X","Ryan","M","10","Smith","389.45914","free","San Jose-Sunnyvale-Santa Clara, CA","1068","Domination","26"
"Minnie Riperton","Chloe","F","0","Cuevas","238.73261","paid","San Francisco-Oakland-Hayward, CA","1079","Inside My Love (Digitally Remastered 93)","49"
"Custom Blue","Chloe","F","1","Cuevas","346.51383","paid","San Francisco-Oakland-Hayward, CA","1079","Structure","49"
"Rage Against The Machine","Chloe","F","2","Cuevas","314.40934","paid","San Francisco-Oakland-Hayward, CA","1079","Killing In The Name","49"
"Milli Vanilli","Katherine","F","0","Gay","197.92934","free","San Antonio-New Braunfels, TX","1020","Girl You Know It's True","57"
"David Arkenstone","Chloe","F","3","Cuevas","363.41506","paid","San Francisco-Oakland-Hayward, CA","1079","Waterfall (Spirit Of The Rainforest Album Version)","49"
"Cosmo Vitelli","Chloe","F","4","Cuevas","206.05342","paid","San Francisco-Oakland-Hayward, CA","1079","Robot Soul (Radio Edit)","49"
"Morcheeba","Chloe","F","5","Cuevas","277.4722","paid","San Francisco-Oakland-Hayward, CA","1079","Blindfold","49"
"Jason Mraz","Chloe","F","6","Cuevas","243.48689","paid","San Francisco-Oakland-Hayward, CA","1079","I'm Yours (Album Version)","49"
"Deep Dish","Avery","F","2","Watkins","274.28526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Say Hello","30"
"Cutting Crew","Chloe","F","7","Cuevas","263.07873","paid","San Francisco-Oakland-Hayward, CA","1079","(I Just) Died In Your Arms","49"
"The Velvet Underground","Avery","F","3","Watkins","240.66567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sweet Jane","30"
"Future Rock","Chloe","F","8","Cuevas","239.90812","paid","San Francisco-Oakland-Hayward, CA","1079","Gears","49"
"The White Stripes","Avery","F","4","Watkins","231.81016","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Seven Nation Army (Album Version)","30"
"Coldplay","Chloe","F","9","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"Portishead","Avery","F","5","Watkins","259.99628","paid","San Jose-Sunnyvale-Santa Clara, CA","884","It Could Be Sweet","30"
"Thelma Houston","Chloe","F","10","Cuevas","196.51873","paid","San Francisco-Oakland-Hayward, CA","1079","If This Was The Last Song","49"
"Chicane","Avery","F","6","Watkins","223.92118","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Poppiholla","30"
"Metallica","Ryann","F","1","Smith","466.54649","free","Palestine, TX","1006","The Unforgiven III","92"
"Jennifer Lopez","Chloe","F","11","Cuevas","301.34812","paid","San Francisco-Oakland-Hayward, CA","1079","Apresurate","49"
"Box Car Racer","Avery","F","7","Watkins","196.93669","paid","San Jose-Sunnyvale-Santa Clara, CA","884","There Is","30"
"Robin Thicke","Avery","F","8","Watkins","216.68526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Would That Make U Love Me","30"
"Dashboard Confessional","Chloe","F","12","Cuevas","226.29832","paid","San Francisco-Oakland-Hayward, CA","1079","Screaming Infidelities","49"
"Radney Foster","Avery","F","9","Watkins","205.84444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Big Idea","30"
"La Roux","Chloe","F","13","Cuevas","205.60934","paid","San Francisco-Oakland-Hayward, CA","1079","Bulletproof","49"
"Wax Tailor","Avery","F","11","Watkins","177.68444","paid","San Jose-Sunnyvale-Santa Clara, CA","884","The Tune","30"
"Kings Of Leon","Chloe","F","14","Cuevas","300.56444","paid","San Francisco-Oakland-Hayward, CA","1079","Trani","49"
"Kix","Avery","F","12","Watkins","246.25587","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Girl Money","30"
"Mother Love Bone","Chloe","F","15","Cuevas","495.72526","paid","San Francisco-Oakland-Hayward, CA","1079","Chloe Dancer/Crown Of Thorns","49"
"The Decemberists","Avery","F","13","Watkins","252.81261","paid","San Jose-Sunnyvale-Santa Clara, CA","884","The Bachelor and the Bride","30"
"Telefon Tel Aviv","Avery","F","14","Watkins","222.09261","paid","San Jose-Sunnyvale-Santa Clara, CA","884","M","30"
"B.o.B","Chloe","F","16","Cuevas","269.63546","paid","San Francisco-Oakland-Hayward, CA","1079","Nothin' On You [feat. Bruno Mars] (Album Version)","49"
"Amy Winehouse","Avery","F","15","Watkins","409.96526","paid","San Jose-Sunnyvale-Santa Clara, CA","884","You Sent Me Flying / Cherry","30"
"BEFORE THE DAWN","Chloe","F","17","Cuevas","195.65669","paid","San Francisco-Oakland-Hayward, CA","1079","Faithless","49"
"The Strokes","Avery","F","16","Watkins","187.34975","paid","San Jose-Sunnyvale-Santa Clara, CA","884","You Only Live Once","30"
"Animals As Leaders","Chloe","F","18","Cuevas","323.83955","paid","San Francisco-Oakland-Hayward, CA","1079","Tempting Time","49"
"Mazzy Star","Avery","F","17","Watkins","297.9522","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Flowers In December","30"
"Cream","Chloe","F","19","Cuevas","185.44281","paid","San Francisco-Oakland-Hayward, CA","1079","Take It Back","49"
"MÃÂºm","Avery","F","18","Watkins","68.67546","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Behind Two Hills&A Swimming Pool","30"
"3OH!3","Chloe","F","20","Cuevas","192.522","paid","San Francisco-Oakland-Hayward, CA","1079","My First Kiss (Feat. Ke$ha) [Album Version]","49"
"N.W.A.","Avery","F","19","Watkins","266.26567","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Straight Outta Compton (Extended Mix) (Edit) (Explicit)","30"
"Dan Auerbach","Chloe","F","21","Cuevas","296.95955","paid","San Francisco-Oakland-Hayward, CA","1079","Goin' Home","49"
"Lagwagon","Avery","F","20","Watkins","173.322","paid","San Jose-Sunnyvale-Santa Clara, CA","884","Sick","30"
"Coldplay","Chloe","F","22","Cuevas","294.1122","paid","San Francisco-Oakland-Hayward, CA","1079","Fix You","49"
"John Mayer","Chloe","F","23","Cuevas","250.38322","paid","San Francisco-Oakland-Hayward, CA","1079","Half Of My Heart","49"
"Kings Of Leon","Chloe","F","24","Cuevas","201.79546","paid","San Francisco-Oakland-Hayward, CA","1079","Revelry","49"
"Ashbury Heights","Chloe","F","25","Cuevas","198.60853","paid","San Francisco-Oakland-Hayward, CA","1079","World Coming Down","49"
"Scooter","Chloe","F","26","Cuevas","213.02812","paid","San Francisco-Oakland-Hayward, CA","1079","Fire","49"
"Boy Kill Boy","Chloe","F","27","Cuevas","220.47302","paid","San Francisco-Oakland-Hayward, CA","1079","Shoot Me Down","49"
"Eric B. & Rakim","Chloe","F","28","Cuevas","241.60608","paid","San Francisco-Oakland-Hayward, CA","1079","Juice (Know The Ledge)","49"
"Josh Groban","Chloe","F","29","Cuevas","243.40853","paid","San Francisco-Oakland-Hayward, CA","1079","Hymne A L'Amour (Album Version)","49"
"Bad Religion","Chloe","F","30","Cuevas","131.86567","paid","San Francisco-Oakland-Hayward, CA","1079","We're Only Gonna Die (Album Version)","49"
"Tempa T","Chloe","F","31","Cuevas","236.35546","paid","San Francisco-Oakland-Hayward, CA","1079","Next Hype","49"
"Charttraxx Karaoke","Chloe","F","32","Cuevas","225.17506","paid","San Francisco-Oakland-Hayward, CA","1079","Fireflies","49"
"Eagles","Chloe","F","33","Cuevas","372.29669","paid","San Francisco-Oakland-Hayward, CA","1079","Hotel California","49"
"Eric Clapton","Chloe","F","34","Cuevas","409.57342","paid","San Francisco-Oakland-Hayward, CA","1079","Little Wing","49"
"Spineshank","Chloe","F","35","Cuevas","187.6371","paid","San Francisco-Oakland-Hayward, CA","1079","Smothered (Album Version)","49"
"Kaiser Chiefs","Chloe","F","36","Cuevas","221.07383","paid","San Francisco-Oakland-Hayward, CA","1079","Try Your Best","49"
"Dominique A","Chloe","F","37","Cuevas","153.20771","paid","San Francisco-Oakland-Hayward, CA","1079","Le Courage Des Oiseaux","49"
"Kill Hannah","Chloe","F","38","Cuevas","224.49587","paid","San Francisco-Oakland-Hayward, CA","1079","Lips Like Morphine (Album Version)","49"
"I:gor","Chloe","F","39","Cuevas","190.27546","paid","San Francisco-Oakland-Hayward, CA","1079","Kiedys zrozumiesz","49"
"The All-American Rejects","Braden","M","0","Parker","206.96771","free","Youngstown-Warren-Boardman, OH-PA","1082","Fallin' Apart","74"
"Guns N' Roses","Chloe","F","40","Cuevas","284.05506","paid","San Francisco-Oakland-Hayward, CA","1079","Don't Cry (Original)","49"
"White Denim","Chloe","F","41","Cuevas","148.55791","paid","San Francisco-Oakland-Hayward, CA","1079","Transparency","49"
"El Canto del Loco","Chloe","F","42","Cuevas","226.0371","paid","San Francisco-Oakland-Hayward, CA","1079","La Suerte De Mi Vida","49"
"Grinderswitch","Chloe","F","43","Cuevas","268.2771","paid","San Francisco-Oakland-Hayward, CA","1079","Redwing","49"
"Donovan","Chloe","F","44","Cuevas","169.22077","paid","San Francisco-Oakland-Hayward, CA","1079","Starfish-On-The-Toast (2008 Digital Remaster)","49"
"As I Lay Dying","Chloe","F","45","Cuevas","348.1073","paid","San Francisco-Oakland-Hayward, CA","1079","Illusions","49"
"matchbox twenty","Mohammad","M","3","Rodriguez","241.34485","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Bright Lights (Remastered Version)","88"
"Kinky","Mohammad","M","4","Rodriguez","105.32526","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Field Goal","88"
"Shania Twain","Mohammad","M","5","Rodriguez","250.51383","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Nah!","88"
"Hinder","Mohammad","M","6","Rodriguez","231.73179","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","By The Way","88"
"The Spencer Davis Group","Mohammad","M","7","Rodriguez","165.27628","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Keep On Running","88"
"SOJA","Mohammad","M","8","Rodriguez","355.89179","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","I Dont Wanna Wait","88"
"Infected Mushroom","Mohammad","M","9","Rodriguez","463.72526","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","Echonomix","88"
"Unkle Bob","Mohammad","M","10","Rodriguez","160.10404","paid","Sacramento--Roseville--Arden-Arcade, CA","1075","One By One","88"
"Alex Ubago","Matthew","M","1","Jones","313.28608","paid","Janesville-Beloit, WI","998","Sin Miedo a Nada (con Amaia Montero)","36"
"The Twilight Singers","Matthew","M","2","Jones","286.53669","paid","Janesville-Beloit, WI","998","Bonnie Brae","36"
"Chikita Violenta","Matthew","M","3","Jones","255.92118","paid","Janesville-Beloit, WI","998","War","36"
"Cat Stevens","Matthew","M","4","Jones","225.17506","paid","Janesville-Beloit, WI","998","Sad Lisa","36"
"Kenny Garrett","Matthew","M","5","Jones","265.19465","paid","Janesville-Beloit, WI","998","The House That Nat Built (Album Version)","36"
"You Me At Six","Matthew","M","6","Jones","216.68526","paid","Janesville-Beloit, WI","998","Jealous Minds Think Alike","36"
"Nellie Lutcher","Matthew","M","7","Jones","195.70893","paid","Janesville-Beloit, WI","998","My Mother's Eyes","36"
"Kid Cudi / Kanye West / Common","Matthew","M","8","Jones","237.76608","paid","Janesville-Beloit, WI","998","Make Her Say","36"
"Tiro De Gracia","Matthew","M","9","Jones","214.83057","paid","Janesville-Beloit, WI","998","Viaje Sin Rumbo (2004 Digital Remaster)","36"
"polarkreis 18","Matthew","M","10","Jones","265.29914","paid","Janesville-Beloit, WI","998","Dreamdancer","36"
"+ / - {Plus/Minus}","Matthew","M","11","Jones","318.98077","paid","Janesville-Beloit, WI","998","The Queen of Nothing","36"
"Dr Feelgood","Ryann","F","0","Smith","216.13669","free","Palestine, TX","1092","Riot In Cell Block Number Nine","92"
"Harmonia","Matthew","M","12","Jones","655.77751","paid","Janesville-Beloit, WI","998","Sehr kosmisch","36"
"Chimaira","Ryann","F","1","Smith","377.36444","free","Palestine, TX","1092","Everything You Love (Album Version)","92"
"Joshua Radin","Ryann","F","2","Smith","211.27791","free","Palestine, TX","1092","Someone Else's Life","92"
"Bajaga & Instruktori","Ryann","F","3","Smith","254.95465","free","Palestine, TX","1092","Godine prolaze","92"
"The Virgins","Matthew","M","13","Jones","169.37751","paid","Janesville-Beloit, WI","998","Private Affair (Amended Album Version)","36"
"SA Rawls / Still Flyin' / Still Flyin'","Matthew","M","14","Jones","183.09179","paid","Janesville-Beloit, WI","998","Ginko Biloba","36"
"Grown Ups","Matthew","M","15","Jones","233.42975","paid","Janesville-Beloit, WI","998","Three Day Weekend","36"
"Nancy Ajram","Matthew","M","16","Jones","221.67465","paid","Janesville-Beloit, WI","998","Meen Dah Elly Nseik","36"
"The Donkeys","Matthew","M","17","Jones","272.19546","paid","Janesville-Beloit, WI","998","Boot On The Seat","36"
"Datarock","Matthew","M","18","Jones","228.49261","paid","Janesville-Beloit, WI","998","FaFaFa (Radio Edit)","36"
"Daft Punk","Matthew","M","19","Jones","319.42485","paid","Janesville-Beloit, WI","998","Human After All","36"
"Justin Bieber","Matthew","M","21","Jones","220.89098","paid","Janesville-Beloit, WI","998","Somebody To Love","36"
"Beach House","Matthew","M","22","Jones","320.44363","paid","Janesville-Beloit, WI","998","Real Love","36"
"The Walkmen","Matthew","M","23","Jones","199.36608","paid","Janesville-Beloit, WI","998","Subterranean Homesick Blues (Album Version)","36"
"Busted / Charlie Simpson / Mattie Jay / James Bourne","Matthew","M","24","Jones","252.83873","paid","Janesville-Beloit, WI","998","Can't Break Thru","36"
"BeyoncÃÂ©","Austin","M","0","Rosales","374.59546","free","New York-Newark-Jersey City, NY-NJ-PA","1078","Get Me Bodied","12"
"Sick Puppies","Chloe","F","1","Cuevas","209.44934","paid","San Francisco-Oakland-Hayward, CA","1096","Maybe","49"
"U2","Chloe","F","2","Cuevas","289.2273","paid","San Francisco-Oakland-Hayward, CA","1096","Walk To The Water","49"
"Ron Carter","Chloe","F","3","Cuevas","497.13587","paid","San Francisco-Oakland-Hayward, CA","1096","I CAN'T GET STARTED","49"
"Duran Duran","Chloe","F","4","Cuevas","297.63873","paid","San Francisco-Oakland-Hayward, CA","1096","Breath After Breath","49"
"Tears For Fears","Chloe","F","5","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","1096","Head Over Heels","49"
"Foo Fighters","Chloe","F","6","Cuevas","277.10649","paid","San Francisco-Oakland-Hayward, CA","1096","Lonely As You","49"
"Yellowcard","Samuel","M","1","Gonzalez","208.79628","free","Houston-The Woodlands-Sugar Land, TX","1064","One Year_ Six Months","61"
"Big Tymers","Chloe","F","7","Cuevas","252.05506","paid","San Francisco-Oakland-Hayward, CA","1096","Against The Wall","49"
"Enigma","Chloe","F","9","Cuevas","262.71302","paid","San Francisco-Oakland-Hayward, CA","1096","Knocking On Forbidden Doors","49"
"Dennis Ferrer","Chloe","F","10","Cuevas","209.162","paid","San Francisco-Oakland-Hayward, CA","1096","Hey Hey","49"
"Justin Bieber","Chloe","F","11","Cuevas","220.89098","paid","San Francisco-Oakland-Hayward, CA","1096","Somebody To Love","49"
"Markus KrunegÃÂ¥rd","Chloe","F","12","Cuevas","185.5473","paid","San Francisco-Oakland-Hayward, CA","1096","Genom tunna tyger","49"
"Linkin Park","Chloe","F","13","Cuevas","439.562","paid","San Francisco-Oakland-Hayward, CA","1096","The Little Things Give You Away [Live At Milton Keynes]","49"
"Jamie Cullum","Jahiem","M","0","Miles","204.25098","free","San Antonio-New Braunfels, TX","618","Devil May Care","43"
"Every Avenue","Chloe","F","15","Cuevas","219.95057","paid","San Francisco-Oakland-Hayward, CA","1096","Tell Me I'm A Wreck","49"
"Jack Johnson","Chloe","F","16","Cuevas","201.63873","paid","San Francisco-Oakland-Hayward, CA","1096","Constellations","49"
"Shakira","Chloe","F","17","Cuevas","233.87383","paid","San Francisco-Oakland-Hayward, CA","1096","Vuelve","49"
"The Maine","Chloe","F","18","Cuevas","189.59628","paid","San Francisco-Oakland-Hayward, CA","1096","Give Me Anything","49"
"Cannibal Corpse","Chloe","F","19","Cuevas","209.00526","paid","San Francisco-Oakland-Hayward, CA","1096","Worm Infested","49"
"Arcade Fire","Kinsley","F","3","Young","267.80689","paid","Red Bluff, CA","977","Headlights Look Like Diamonds","85"
"Black Eyed Peas","Chloe","F","20","Cuevas","215.7971","paid","San Francisco-Oakland-Hayward, CA","1096","Hands Up","49"
"Radney Foster","Kinsley","F","4","Young","288.96608","paid","Red Bluff, CA","977","Sweet And Wild","85"
"Metric","Chloe","F","21","Cuevas","222.85016","paid","San Francisco-Oakland-Hayward, CA","1096","Satellite Mind","49"
"Dwight Yoakam","Chloe","F","22","Cuevas","239.3073","paid","San Francisco-Oakland-Hayward, CA","1096","You're The One","49"
"Jason Mraz","Kinsley","F","5","Young","266.63138","paid","Red Bluff, CA","977","Did You Get My Message? (Live From Montalvo)","85"
"Kutt Calhoun","Chloe","F","23","Cuevas","307.51302","paid","San Francisco-Oakland-Hayward, CA","1096","N A Whitemanzeyez","49"
"Radiohead","Kinsley","F","6","Young","261.45914","paid","Red Bluff, CA","977","Karma Police","85"
"Molotov","Ava","F","0","Robinson","127.37261","free","New Haven-Milford, CT","1050","Puto","50"
"The Strokes","Ava","F","1","Robinson","230.1122","free","New Haven-Milford, CT","1050","Killing Lies","50"
"Rufus Wainwright","Ryan","M","0","Smith","249.62567","free","San Jose-Sunnyvale-Santa Clara, CA","1090","Hallelujah","26"
"Deadmau5","Kinsley","F","7","Young","374.20363","paid","Red Bluff, CA","977","Ghosts 'n' Stuff (Original Instrumental Mix)","85"
"John Farnham","Chloe","F","24","Cuevas","300.72118","paid","San Francisco-Oakland-Hayward, CA","1096","You're The Voice","49"
"Infant Sorrow","Ava","F","2","Robinson","170.16118","free","New Haven-Milford, CT","1050","Inside Of You","50"
"Betty Wright","Ryan","M","1","Smith","164.85832","free","San Jose-Sunnyvale-Santa Clara, CA","1090","Clean Up Woman (Single/LP Version)","26"
"Guus Meeuwis","Chloe","F","25","Cuevas","198.42567","paid","San Francisco-Oakland-Hayward, CA","1096","Tranen Gelachen","49"
"Muse","Kinsley","F","8","Young","209.00526","paid","Red Bluff, CA","977","The Small Print","85"
"Estrella Morente","Chloe","F","26","Cuevas","135.70567","paid","San Francisco-Oakland-Hayward, CA","1096","A QuÃÂ© Niegas El Delirio (MalagueÃÂ±a) (Live)","49"
"Dr. Alban","Kinsley","F","9","Young","240.14322","paid","Red Bluff, CA","977","It's My Life (Radio Edit)","85"
"Radiohead","Chloe","F","27","Cuevas","260.0224","paid","San Francisco-Oakland-Hayward, CA","1096","Sit Down. Stand Up","49"
"Mondo Marcio","Kinsley","F","10","Young","263.60118","paid","Red Bluff, CA","977","Purple Weed","85"
"Mae","Chloe","F","28","Cuevas","309.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Someone Else's Arms","49"
"Meat Loaf / Jennifer Hudson","Kinsley","F","11","Young","474.01751","paid","Red Bluff, CA","977","The Future Ain't What It Used To Be","85"
"Vampire Weekend","Chloe","F","29","Cuevas","137.82159","paid","San Francisco-Oakland-Hayward, CA","1096","A-Punk (Album)","49"
"MGMT","Chloe","F","30","Cuevas","264.17587","paid","San Francisco-Oakland-Hayward, CA","1096","Time To Pretend","49"
"Federico Aubele","Kinsley","F","12","Young","213.65506","paid","Red Bluff, CA","977","Luna y Sol","85"
"Jesse Rose","Chloe","F","31","Cuevas","313.15546","paid","San Francisco-Oakland-Hayward, CA","1096","Touch My Horn","49"
"Orion","Kinsley","F","13","Young","292.70159","paid","Red Bluff, CA","977","Eternity","85"
"Circa Survive","Chloe","F","32","Cuevas","298.70975","paid","San Francisco-Oakland-Hayward, CA","1096","Dyed in the Wool (Album Version)","49"
"Wretch 32_ Vis","Jayden","M","0","Fox","243.35628","free","New Orleans-Metairie, LA","1060","Wretchrospective (feat. Vis)","101"
"Simian Mobile Disco","Kinsley","F","18","Young","354.61179","paid","Red Bluff, CA","977","Simple","85"
"ErdmÃÂ¶bel","Jayden","M","1","Fox","289.25342","free","New Orleans-Metairie, LA","1060","Riecht wie Teen Spirit (Smells Like Teen Spirit)","101"
"Eisbrecher","Chloe","F","33","Cuevas","241.89342","paid","San Francisco-Oakland-Hayward, CA","1096","Adrenalin","49"
"Ryan Bingham","Rylan","M","0","George","247.30077","paid","Birmingham-Hoover, AL","1076","Bread & Water","16"
"Ashanti","Kinsley","F","19","Young","282.46159","paid","Red Bluff, CA","977","VooDoo","85"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Chloe","F","34","Cuevas","277.15873","paid","San Francisco-Oakland-Hayward, CA","1096","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","49"
"Clint Eastwood","Jayden","M","2","Fox","65.25342","free","New Orleans-Metairie, LA","1060","Frankie's Office","101"
"Charttraxx Karaoke","Jayden","M","3","Fox","225.17506","free","New Orleans-Metairie, LA","1060","Fireflies","101"
"Jason Mraz","Rylan","M","1","George","264.69832","paid","Birmingham-Hoover, AL","1076","Summer Breeze","16"
"The B-52's","Kinsley","F","20","Young","321.54077","paid","Red Bluff, CA","977","Love Shack","85"
"Aventura","Jayden","M","4","Fox","242.1024","free","New Orleans-Metairie, LA","1060","Alexandra","101"
"Five Iron Frenzy","Rylan","M","2","George","236.09424","paid","Birmingham-Hoover, AL","1076","Canada","16"
"12 Stones","Jayden","M","5","Fox","184.0322","free","New Orleans-Metairie, LA","1060","Anthem For The Underdog","101"
"Kings Of Leon","Kinsley","F","21","Young","201.79546","paid","Red Bluff, CA","977","Revelry","85"
"Brooklyn Bounce","Rylan","M","3","George","359.13098","paid","Birmingham-Hoover, AL","1076","Get Ready To Bounce Recall 08","16"
"Dashboard Confessional","Kinsley","F","22","Young","147.30404","paid","Red Bluff, CA","977","The Good Fight","85"
"Lonnie Johnson","Kinsley","F","23","Young","194.55955","paid","Red Bluff, CA","977","Low Land Moan","85"
"Leggo Beast","Mohammad","M","2","Rodriguez","376.58077","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","In","88"
"The Pussycat Dolls","Rylan","M","4","George","190.95465","paid","Birmingham-Hoover, AL","1076","Sway","16"
"Stereophonics","Kinsley","F","24","Young","290.53342","paid","Red Bluff, CA","977","I Miss You Now","85"
"The Beautiful South","Rylan","M","5","George","236.5122","paid","Birmingham-Hoover, AL","1076","Masculine Eclipse","16"
"The Acacia Strain","Mohammad","M","3","Rodriguez","194.21995","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","As If Set Afire","88"
"ATB","Kinsley","F","25","Young","251.48036","paid","Red Bluff, CA","977","Underwater World","85"
"The Robert Cray Band","Rylan","M","6","George","309.52444","paid","Birmingham-Hoover, AL","1076","Our Last Time","16"
"Enigma","Mohammad","M","4","Rodriguez","242.78159","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","T.N.T. For The Brain (112 Bpm) (Radio Edit)","88"
"Amon Amarth","Kinsley","F","26","Young","268.2771","paid","Red Bluff, CA","977","Tattered Banners And Bloody Flags","85"
"We Are Scientists","Rylan","M","7","George","198.89587","paid","Birmingham-Hoover, AL","1076","The Great Escape (Album Version) (Explicit)","16"
"Roberto Murolo","Matthew","M","0","Jones","188.02893","paid","Janesville-Beloit, WI","1100","Lacreme napulitane","36"
"Ashlee Simpson","Mohammad","M","5","Rodriguez","214.43873","paid","Sacramento--Roseville--Arden-Arcade, CA","1097","Autobiography","88"
"Metallica","Kinsley","F","27","Young","152.60689","paid","Red Bluff, CA","977","The Ecstasy Of Gold","85"
"3 Doors Down","Rylan","M","8","George","233.74322","paid","Birmingham-Hoover, AL","1076","Kryptonite","16"
"Hazell Dean","Matthew","M","1","Jones","367.98649","paid","Janesville-Beloit, WI","1100","No Fool (For Love)","36"
"Apocalyptica","Kinsley","F","28","Young","262.5824","paid","Red Bluff, CA","977","Pray","85"
"Jack Johnson","Rylan","M","9","George","236.93016","paid","Birmingham-Hoover, AL","1076","Bubble Toes","16"
"Cage The Elephant","Kinsley","F","29","Young","196.38812","paid","Red Bluff, CA","977","Lotus","85"
"Taylor Swift","Matthew","M","2","Jones","230.47791","paid","Janesville-Beloit, WI","1100","You Belong With Me","36"
"Soul For Real","Rylan","M","10","George","271.25506","paid","Birmingham-Hoover, AL","1076","Candy Rain","16"
"The Prodigy","Kinsley","F","30","Young","225.09669","paid","Red Bluff, CA","977","Firestarter","85"
"Amy Winehouse","Matthew","M","3","Jones","165.11955","paid","Janesville-Beloit, WI","1100","Addicted","36"
"Iron Maiden","Rylan","M","11","George","275.19955","paid","Birmingham-Hoover, AL","1076","The Evil That Men Do (1998 Digital Remaster)","16"
"David Crowder*Band","Kinsley","F","31","Young","276.74077","paid","Red Bluff, CA","977","All Around Me","85"
"The Cinematic Orchestra","Rylan","M","12","George","622.2624","paid","Birmingham-Hoover, AL","1076","Everyday","16"
"Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida","Kinsley","F","32","Young","241.05751","paid","Red Bluff, CA","977","Feel It","85"
"Sugababes","Kinsley","F","33","Young","275.93098","paid","Red Bluff, CA","977","Overload","85"
"Gyptian","Rylan","M","13","George","233.09016","paid","Birmingham-Hoover, AL","1076","Hold You","16"
"Zion / Akon","Rylan","M","14","George","233.19465","paid","Birmingham-Hoover, AL","1076","The Way She Moves","16"
"Transvision Vamp","Rylan","M","15","George","209.91955","paid","Birmingham-Hoover, AL","1076","I Want Your Love","16"
"Ry Cooder","Chloe","F","37","Cuevas","201.56036","paid","San Francisco-Oakland-Hayward, CA","1096","Corrido de Boxeo","49"
"The Pussycat Dolls","Rylan","M","16","George","245.18485","paid","Birmingham-Hoover, AL","1076","When I Grow Up","16"
"Coldplay","Chloe","F","38","Cuevas","268.30322","paid","San Francisco-Oakland-Hayward, CA","1096","Yellow","49"
"Forever The Sickest Kids","Rylan","M","17","George","169.482","paid","Birmingham-Hoover, AL","1076","She Likes (Bittersweet Love)","16"
"Lil Wayne / Blaque / Mannie Fresh","Chloe","F","39","Cuevas","255.34649","paid","San Francisco-Oakland-Hayward, CA","1096","Believe That","49"
"Dragonforce","Rylan","M","18","George","441.02485","paid","Birmingham-Hoover, AL","1076","Through The Fire And Flames (Album Version)","16"
"Jason Mraz & Colbie Caillat","Chloe","F","40","Cuevas","189.6224","paid","San Francisco-Oakland-Hayward, CA","1096","Lucky (Album Version)","49"
"Pixies","Chloe","F","41","Cuevas","181.13261","paid","San Francisco-Oakland-Hayward, CA","1096","Is She Weird","49"
"Eminem","Rylan","M","19","George","251.55873","paid","Birmingham-Hoover, AL","1076","Without Me","16"
"Buju Banton","Chloe","F","42","Cuevas","232.48934","paid","San Francisco-Oakland-Hayward, CA","1096","Cry No More","49"
"Cage The Elephant","Rylan","M","20","George","196.38812","paid","Birmingham-Hoover, AL","1076","Lotus","16"
